Disorder of pancreas,Pancreatic symptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of pelvis,Ilioinguinal nerve neuralgia,Genitofemoral nerve neuralgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of penis,Lesion of penis,Edema of penis,Pruritus of penis,Pain in penis finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of perianal skin,Pruritus ani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of peritoneum,Intraabdominal collection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of pigmentation,Schistosomal pigment deposition,Drug pigmentation,Cullens sign,Blood pigmentation of cornea,Malarial pigment deposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of pinna,Generalized tenderness in pinna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of pregnancy disorder,Symptomatic disorders in pregnancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of prostate,Prostatic pain finding,Prostatism disorder,Prostatorrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of refraction,Aniseikonia disorder,Refractive diplopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of reproductive system,Pruritus of genital organs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of respiratory system,DRespiratory abnormalities,DRespiratory abnormalities NOS,Restrained respiration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of sacrum,Sacrocoxalgia,Sacral back pain,Sacroiliac joint pain,Sacroiliac joint laxity,Sacroiliac joint stiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of salivary gland,Sialectasia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of scalp,Scalp itchy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of sclera,Scleral discoloration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of scrotum,Burning scrotum,Scrotal pruritus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of skeletal muscle,Blepharospasm disorder,Increased muscle tone,Muscular hypertonicity,Polymyalgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of skin,Pruritus of skin,Itching of skin,Itch of skin,Skin irritation,Thickening of skin,Cryoglobulinemic purpura,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of skin ANDOR subcutaneous tissue,Blanching of skin finding,Scaly scalp,Perineal irritation,Abnormal complexion,Stinging of skin,Sore skin finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of skin of head,Scalp itchy,Neonatal facial petechiae,Traumatic neonatal facial cyanosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of skin of trunk,Pruritus of penis,Burning scrotum,Scrotal pruritus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of skin of upper limb,Paroxysmal hematoma of the finger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of skin pigmentation,Drug pigmentation,Achromia of skin disorder,Malarial pigment deposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of soft tissue,Arm claudication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of soft tissue of body cavity,Blepharospasm disorder,Pruritus of vagina,Spasmodic torticollis disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of soft tissue of trunk,Pruritus of penis,Burning scrotum,Scrotal pruritus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of spine,Other back symptoms disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of stomach,Projectile vomiting disorder,Gastric spasm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of teeth ANDOR supporting structures,Toothache finding,Painful tooth socket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of testis,Inflammatory testicular mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of the central nervous system,Hemiplegia disorder,Thunderclap headache,Bruns nystagmus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of the nose,Snuffles,Nasal discharge,Nasal discharge present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of the peripheral nervous system,Neuropathic pain,Intercostal neuralgia,Cruralgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of the urinary system,Polyuric state,Genitourinary symptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of thigh,Lateral femoral cutaneous neuralgia,Obturator neuralgia,Genitofemoral nerve neuralgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of thorax,Intercostal neuralgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of thyroid gland,Pain in thyroid,Tenderness of thyroid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of tongue,Glossodynia disorder,Glossopyrosis disorder,Paresthesia of tongue,Numbness of tongue,Hypoesthesia of tongue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of upper gastrointestinal tract,Nausea and vomiting disorder,Uncontrollable vomiting,Intermittent vomiting,Vomiting after gastrointestinal tract surgery,Postoperative nausea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of ureter disorder,Ureteric neuromuscular incoordination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of urinary tract,Polyuric state,Genitourinary symptoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of uvula of palate,Edema of uvula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of vagina,Hematocolpometra,Pruritus of vagina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of vein,Distended umbilical veins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of vocal cord,Aphonia paralytica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder of vulva,Pruritus of vulva,Dryness of vulva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorder presenting primarily with chorea,Posthemiplegic chorea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorders of initiating and maintaining sleep,Insomnia disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disorders of spinal neurones manifest by hyperactivity,Painful legs and moving toes,Painful arms and moving fingers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disturbance of consciousness or faintsyncopevasovagal symptom,Syncope symptom,Syncope and collapse,Disturbance of consciousness,Vasovagal symptom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diurnal only enuresis,DEnuresis NOS,Enuresis & bedwetting,DEnuresis,Enuresis D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divergence insufficiency,Anomaly of divergence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donovanosis  inguinal lesion,Groin mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dorsolateral epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Double athetosis,Athetoid movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drop attack or transient cerebral ischaemia or vertebrobasilar insufficiency,Drop attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drop attack or transient cerebral ischemia or vertebrobasilar insufficiency,Drop attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drug ANDOR toxininduced diarrhea,Diarrhea symptom,Loose stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drug exanthem,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Druginduced StevensJohnson syndrome,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Druginduced acute pulmonary edema,Acute edema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Druginduced constipation,Constipation disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Druginduced corneal epithlelial deposit,Corneal pigmentations and deposits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Druginduced epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Druginduced erythema,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Druginduced erythema multiforme,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Druginduced erythema nodosum,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Druginduced erythroderma,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Druginduced flushing,Face goes red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Druginduced melasma,Drug pigmentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Druginduced mucositis,Rhinitis due to alphaadrenergic blocking agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Druginduced nausea and vomiting,Nausea and vomiting disorder,Finding of vomiting,Vomiting symptom,DDruginduced vomiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Druginduced pigmentation,Drug pigmentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Druginduced toxic erythema,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Druginduced virilization,Virilization finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dry skin dermatitis,Pruritus of skin,Itching of skin,Itch of skin,Other specified pruritic conditions disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyscoordinate labor,"Uterine incoordination, first degree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysenteric diarrhea,Diarrhea symptom,Loose stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysequilibrium syndrome disorder,Dizziness and giddiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysfluency,DOther speech disturbance NOS,DOther speech disturbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyskinesia,Motor dysfunction,Adiadochokinesia,Dysdiadochokinesis,Neonatal dyskinesia,Coordination problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysmenorrhea  nonpsychogenic,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysmenorrhea & non psychogenic or congestive or spasmodic,Spasmodic dysmenorrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysmenorrhea & spasmodic,Spasmodic dysmenorrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysmenorrhoea & non psychogenic or congestive or spasmodic,Spasmodic dysmenorrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysmenorrhoea & spasmodic,Spasmodic dysmenorrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysmnesic seizure,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysphonia of palatopharyngolaryngeal myoclonus,Myoclonic disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysphotopsia,Visual alteration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyspnea associated with AIDS,Difficulty breathing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyspraxia of velopharynx,DOther speech disturbance NOS,DOther speech disturbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dysprosody of pseudoforeign dialect,DOther speech disturbance NOS,DOther speech disturbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyssomnia,Disturbance in sleep behavior,Hypersomnia disorder,Insomnia disorder,DSleep disturbances & hypersomnia or insomnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dyssynergia cerebellaris myoclonica,Cerebellar ataxia,Myoclonic disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dystonia,Dystonia finding,Paroxysmal dystonia,Diurnal dystonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dystrophia unguium,Koilonychia,Lamellar nail splitting,Beaus lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early infantile epileptic encephalopathy with suppression bursts,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early myoclonic encephalopathy disorder,Myoclonic disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early onset cerebellar ataxia,Cerebellar ataxia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early onset cerebellar ataxia with myoclonus,Cerebellar ataxia,Myoclonic disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eating epilepsy,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Echo diplacusis,Diplacusis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eclampsia added to preexisting hypertension,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eclampsia disorder,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eclampsia in labor,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eclampsia in puerperium,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eclamptic seizure,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ectopic atrial beats,Junctional premature beats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eczema craquelé due to acute edema,Acute edema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edema of nasopharynx,Edema of uvula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Effusion of joint,Joint swelling,Joint effusion of other specified site,Painful swelling of joint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Effusion of joint of other site, NEC",Painful swelling of joint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elderly vasovagal syndrome,Syncope symptom,Syncope and collapse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enanthematous infectious disease,Mucous membrane eruption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endemic colic,Colicky pain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endolymphatic hydrops,Secondary endolymphatic hydrops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometrial cyst of ovary,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis clinical,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis in scar of skin,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis interna,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis of appendix,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis of bladder,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis of broad ligament,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis of cervix,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis of colon,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis of fallopian tube,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis of intestine,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis of lung,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis of myometrium,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis of ovary,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis of parametrium,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis of pelvic peritoneum,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis of pelvis,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis of pleura,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis of rectovaginal septum,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis of rectovaginal septum and vagina,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis of rectum,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis of round ligament,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis of the culdesac,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis of umbilicus,Pain finding,Disorder of umbilicus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis of uterosacral ligament,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis of vagina,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis of vulva,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriosis outside pelvis,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometriotic cyst,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endosalpingiosis,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enterospasm,Bowel spasm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enthesopathy of ankle ANDOR tarsus,Metatarsalgia finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entoptic phenomenon,Subjective visual disturbance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental sleep disorder,Disturbance in sleep behavior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eosinophilia myalgia syndrome,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eosinophiliamyalgia syndrome from tryptophan,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemic cervical myalgia,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemic diarrhea,Diarrhea symptom,Loose stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemic diarrheal disease of infant mouse disorder,Diarrhea symptom,Loose stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemic pleurodynia,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidermoid cyst of skin of back,Mass of trunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidermoid cyst of skin of cheek,Mass of digestive structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidermoid cyst of skin of ear,Mass of ear structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidermoid cyst of skin of groin,Groin mass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidermoid cyst of skin of thigh,Lump on thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epilepsia partialis continua,Seizure,Partial seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epilepsy characterized by intractable complex partial seizures,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epilepsy undetermined whether focal or generalized,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epilepsy with continuous spike wave during slowwave sleep,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epilepsy with grand mal seizures on awakening,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epilepsy with recurrent unilateral seizures in children,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Epilepsy, not refractory",Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epileptic automatism,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epileptic cry,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epileptic drop attack,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epileptic seizure,Seizure,Epileptic aura,Partial seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epileptic seizures  myoclonic,Myoclonic disorder,Seizure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epileptic vertigo,Seizure,Subjective vertigo,Vertigo associated with seizures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Episodic ataxia,Cerebellar ataxia,Coordination problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Episodic ataxia type 1 disorder,Coordination problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Episodic ataxia type 2,Coordination problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Episodic cluster headache,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Episodic recurrent vertigo,Subjective vertigo,Dizziness and giddiness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Episodic tensiontype headache,Headache finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Equilibration disorder, vestibular nerve",Problem with balance,Impairment of balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eruption,Erythema of skin,Erythematous condition,Macular eruption,Weal,Meningococcal rash,Spots on skin disorder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eruption cyst,Mass of digestive structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema annulare centrifugum,Erythema of skin,Erythematous condition,Familial annular erythema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema at injection site,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema chronica migrans,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema dyschromicum perstans,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema elevatum diutinum disorder,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema gyratum repens,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema infectiosum,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema iris,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema marginatum,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema marginatum in acute rheumatic fever,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema multiforme,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema multiforme due to malignancy,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema multiforme due to mycoplasma infection,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema multiforme of pregnancy,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Erythema multiforme, dermal type",Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Erythema multiforme, epidermal type",Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Erythema multiforme, mixed dermalepidermal type",Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema nodosum due to Yersinia enterocolitica,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema nodosum due to streptococcal infection,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema nodosum leprosum,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema nodosum migrans,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema papulatum,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema simplex,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema tuberculatum,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema urticatum,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythema vesiculosum,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythematosquamous dermatosis,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythematous conditions NOS or granulome annulare,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythematous pinta plaque,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythematous plaques of pinta,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythroderma due to vancomycin,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythroderma of unknown etiology,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythrodermic eczema,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythromelalgia disorder,Pain finding,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erythromelanosis follicularis of face ANDOR neck,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Esophoria disorder,Incomitant esophoria disorder,Esophoria or strabismus NOS or ophthalmoplegia NOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Essential hypertension,Paroxysmal hypertension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Essential tremor,Static tremor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Essential vulvodynia,Pain finding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ether apnea,Druginduced apnea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exacerbation of backache,Dorsalgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exanthematous disorder,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excessive hair growth,Excessive growth of facial hair,Excessive growth of body hair,Excessive growth of leg hair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excessive tear production,Watering or tearing eyes & CO,Has watering eyes,Watery eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exfoliative erythema,Erythema of skin,Erythematous condition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exhaustion  physiological,Exhaustion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exhaustion delirium,Exhaustion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
